interval,date,boro_nm,category,call_count
daily,2024-07-29,Queens,Potential Crime,685
daily,2024-07-29,Staten Island,Confirmed Crime,67
daily,2024-07-29,Staten Island,Potential Crime,112
daily,2024-07-30,Bronx,Confirmed Crime,498
daily,2024-07-30,Bronx,Potential Crime,578
daily,2024-07-30,Brooklyn,Confirmed Crime,618
daily,2024-07-30,Brooklyn,Potential Crime,905
daily,2024-07-30,Manhattan,Confirmed Crime,555
daily,2024-07-30,Manhattan,Potential Crime,769
daily,2024-07-30,Queens,Confirmed Crime,513
daily,2024-07-30,Queens,Potential Crime,690
daily,2024-07-30,Staten Island,Confirmed Crime,66
daily,2024-07-30,Staten Island,Potential Crime,129
daily,2024-07-31,Bronx,Confirmed Crime,534
daily,2024-07-31,Bronx,Potential Crime,605
daily,2024-07-31,Brooklyn,Confirmed Crime,596
daily,2024-07-31,Brooklyn,Potential Crime,881
daily,2024-07-31,Manhattan,Confirmed Crime,583
daily,2024-07-31,Manhattan,Potential Crime,666
daily,2024-07-31,Queens,Confirmed Crime,546
daily,2024-07-31,Queens,Potential Crime,640
daily,2024-07-31,Staten Island,Confirmed Crime,71
daily,2024-07-31,Staten Island,Potential Crime,105
daily,2024-08-01,Bronx,Confirmed Crime,505
daily,2024-08-01,Bronx,Potential Crime,582
daily,2024-08-01,Brooklyn,Confirmed Crime,641
daily,2024-08-01,Brooklyn,Potential Crime,942
daily,2024-08-01,Manhattan,Confirmed Crime,566
daily,2024-08-01,Manhattan,Potential Crime,666
daily,2024-08-01,Queens,Confirmed Crime,504
daily,2024-08-01,Queens,Potential Crime,622
daily,2024-08-01,Staten Island,Confirmed Crime,74
daily,2024-08-01,Staten Island,Potential Crime,117
daily,2024-08-02,Bronx,Confirmed Crime,476
daily,2024-08-02,Bronx,Potential Crime,606
daily,2024-08-02,Brooklyn,Confirmed Crime,608
daily,2024-08-02,Brooklyn,Potential Crime,1080
daily,2024-08-02,Manhattan,Confirmed Crime,567
daily,2024-08-02,Manhattan,Potential Crime,739
daily,2024-08-02,Queens,Confirmed Crime,484
daily,2024-08-02,Queens,Potential Crime,751
daily,2024-08-02,Staten Island,Confirmed Crime,66
daily,2024-08-02,Staten Island,Potential Crime,159
daily,2024-08-03,Bronx,Confirmed Crime,498
daily,2024-08-03,Bronx,Potential Crime,641
daily,2024-08-03,Brooklyn,Confirmed Crime,595
daily,2024-08-03,Brooklyn,Potential Crime,974
daily,2024-08-03,Manhattan,Confirmed Crime,569
daily,2024-08-03,Manhattan,Potential Crime,791
daily,2024-08-03,Queens,Confirmed Crime,502
daily,2024-08-03,Queens,Potential Crime,745
daily,2024-08-03,Staten Island,Confirmed Crime,66
daily,2024-08-03,Staten Island,Potential Crime,147
daily,2024-08-04,Bronx,Confirmed Crime,479
daily,2024-08-04,Bronx,Potential Crime,649
daily,2024-08-04,Brooklyn,Confirmed Crime,634
daily,2024-08-04,Brooklyn,Potential Crime,1025
daily,2024-08-04,Manhattan,Confirmed Crime,522
daily,2024-08-04,Manhattan,Potential Crime,674
daily,2024-08-04,Queens,Confirmed Crime,501
daily,2024-08-04,Queens,Potential Crime,798
daily,2024-08-04,Staten Island,Confirmed Crime,68
daily,2024-08-04,Staten Island,Potential Crime,123
daily,2024-08-05,Bronx,Confirmed Crime,491
daily,2024-08-05,Bronx,Potential Crime,563
daily,2024-08-05,Brooklyn,Confirmed Crime,659
daily,2024-08-05,Brooklyn,Potential Crime,1031
daily,2024-08-05,Manhattan,Confirmed Crime,573
daily,2024-08-05,Manhattan,Potential Crime,707
daily,2024-08-05,Queens,Confirmed Crime,577
daily,2024-08-05,Queens,Potential Crime,730
daily,2024-08-05,Staten Island,Confirmed Crime,61
daily,2024-08-05,Staten Island,Potential Crime,99
daily,2024-08-06,Bronx,Confirmed Crime,498
daily,2024-08-06,Bronx,Potential Crime,514
daily,2024-08-06,Brooklyn,Confirmed Crime,610
daily,2024-08-06,Brooklyn,Potential Crime,805
daily,2024-08-06,Manhattan,Confirmed Crime,592
daily,2024-08-06,Manhattan,Potential Crime,637
daily,2024-08-06,Queens,Confirmed Crime,463
daily,2024-08-06,Queens,Potential Crime,662
daily,2024-08-06,Staten Island,Confirmed Crime,68
daily,2024-08-06,Staten Island,Potential Crime,105
daily,2024-08-07,Bronx,Confirmed Crime,432
daily,2024-08-07,Bronx,Potential Crime,555
daily,2024-08-07,Brooklyn,Confirmed Crime,577
daily,2024-08-07,Brooklyn,Potential Crime,908
daily,2024-08-07,Manhattan,Confirmed Crime,549
daily,2024-08-07,Manhattan,Potential Crime,657
daily,2024-08-07,Queens,Confirmed Crime,496
daily,2024-08-07,Queens,Potential Crime,666
daily,2024-08-07,Staten Island,Confirmed Crime,65
daily,2024-08-07,Staten Island,Potential Crime,125
daily,2024-08-08,Bronx,Confirmed Crime,487
daily,2024-08-08,Bronx,Potential Crime,595
daily,2024-08-08,Brooklyn,Confirmed Crime,623
daily,2024-08-08,Brooklyn,Potential Crime,938
daily,2024-08-08,Manhattan,Confirmed Crime,542
daily,2024-08-08,Manhattan,Potential Crime,634
daily,2024-08-08,Queens,Confirmed Crime,487
daily,2024-08-08,Queens,Potential Crime,636
daily,2024-08-08,Staten Island,Confirmed Crime,63
daily,2024-08-08,Staten Island,Potential Crime,120
daily,2024-08-09,Bronx,Confirmed Crime,504
daily,2024-08-09,Bronx,Potential Crime,611
daily,2024-08-09,Brooklyn,Confirmed Crime,691
daily,2024-08-09,Brooklyn,Potential Crime,1106
daily,2024-08-09,Manhattan,Confirmed Crime,557
daily,2024-08-09,Manhattan,Potential Crime,787
daily,2024-08-09,Queens,Confirmed Crime,497
daily,2024-08-09,Queens,Potential Crime,828
daily,2024-08-09,Staten Island,Confirmed Crime,60
daily,2024-08-09,Staten Island,Potential Crime,130
daily,2024-08-10,Bronx,Confirmed Crime,490
daily,2024-08-10,Bronx,Potential Crime,602
daily,2024-08-10,Brooklyn,Confirmed Crime,632
daily,2024-08-10,Brooklyn,Potential Crime,1097
daily,2024-08-10,Manhattan,Confirmed Crime,562
daily,2024-08-10,Manhattan,Potential Crime,804
daily,2024-08-10,Queens,Confirmed Crime,518
daily,2024-08-10,Queens,Potential Crime,841
daily,2024-08-10,Staten Island,Confirmed Crime,65
daily,2024-08-10,Staten Island,Potential Crime,175
daily,2024-08-11,Bronx,Confirmed Crime,502
daily,2024-08-11,Bronx,Potential Crime,624
daily,2024-08-11,Brooklyn,Confirmed Crime,625
daily,2024-08-11,Brooklyn,Potential Crime,1029
daily,2024-08-11,Manhattan,Confirmed Crime,591
daily,2024-08-11,Manhattan,Potential Crime,735
daily,2024-08-11,Queens,Confirmed Crime,540
daily,2024-08-11,Queens,Potential Crime,834
daily,2024-08-11,Staten Island,Confirmed Crime,87
daily,2024-08-11,Staten Island,Potential Crime,136
daily,2024-08-12,Bronx,Confirmed Crime,534
daily,2024-08-12,Bronx,Potential Crime,600
daily,2024-08-12,Brooklyn,Confirmed Crime,638
daily,2024-08-12,Brooklyn,Potential Crime,959
daily,2024-08-12,Manhattan,Confirmed Crime,589
daily,2024-08-12,Manhattan,Potential Crime,671
daily,2024-08-12,Queens,Confirmed Crime,508
daily,2024-08-12,Queens,Potential Crime,730
daily,2024-08-12,Staten Island,Confirmed Crime,75
daily,2024-08-12,Staten Island,Potential Crime,116
daily,2024-08-13,Bronx,Confirmed Crime,491
daily,2024-08-13,Bronx,Potential Crime,517
daily,2024-08-13,Brooklyn,Confirmed Crime,608
daily,2024-08-13,Brooklyn,Potential Crime,891
daily,2024-08-13,Manhattan,Confirmed Crime,590
daily,2024-08-13,Manhattan,Potential Crime,737
daily,2024-08-13,Queens,Confirmed Crime,483
daily,2024-08-13,Queens,Potential Crime,689
daily,2024-08-13,Staten Island,Confirmed Crime,81
daily,2024-08-13,Staten Island,Potential Crime,137
daily,2024-08-14,Bronx,Confirmed Crime,493
daily,2024-08-14,Bronx,Potential Crime,515
daily,2024-08-14,Brooklyn,Confirmed Crime,605
daily,2024-08-14,Brooklyn,Potential Crime,880
daily,2024-08-14,Manhattan,Confirmed Crime,601
daily,2024-08-14,Manhattan,Potential Crime,681
daily,2024-08-14,Queens,Confirmed Crime,471
daily,2024-08-14,Queens,Potential Crime,603
daily,2024-08-14,Staten Island,Confirmed Crime,82
daily,2024-08-14,Staten Island,Potential Crime,126
daily,2024-08-15,Bronx,Confirmed Crime,437
daily,2024-08-15,Bronx,Potential Crime,531
daily,2024-08-15,Brooklyn,Confirmed Crime,673
daily,2024-08-15,Brooklyn,Potential Crime,946
daily,2024-08-15,Manhattan,Confirmed Crime,601
daily,2024-08-15,Manhattan,Potential Crime,738
daily,2024-08-15,Queens,Confirmed Crime,516
daily,2024-08-15,Queens,Potential Crime,775
daily,2024-08-15,Staten Island,Confirmed Crime,80
daily,2024-08-15,Staten Island,Potential Crime,128
daily,2024-08-16,Bronx,Confirmed Crime,509
daily,2024-08-16,Bronx,Potential Crime,526
daily,2024-08-16,Brooklyn,Confirmed Crime,647
daily,2024-08-16,Brooklyn,Potential Crime,1093
daily,2024-08-16,Manhattan,Confirmed Crime,625
daily,2024-08-16,Manhattan,Potential Crime,733
daily,2024-08-16,Queens,Confirmed Crime,516
daily,2024-08-16,Queens,Potential Crime,749
daily,2024-08-16,Staten Island,Confirmed Crime,67
daily,2024-08-16,Staten Island,Potential Crime,128
daily,2024-08-17,Bronx,Confirmed Crime,512
daily,2024-08-17,Bronx,Potential Crime,600
daily,2024-08-17,Brooklyn,Confirmed Crime,629
daily,2024-08-17,Brooklyn,Potential Crime,1018
daily,2024-08-17,Manhattan,Confirmed Crime,546
daily,2024-08-17,Manhattan,Potential Crime,732
daily,2024-08-17,Queens,Confirmed Crime,507
daily,2024-08-17,Queens,Potential Crime,742
daily,2024-08-17,Staten Island,Confirmed Crime,72
daily,2024-08-17,Staten Island,Potential Crime,128
daily,2024-08-18,Bronx,Confirmed Crime,459
daily,2024-08-18,Bronx,Potential Crime,609
daily,2024-08-18,Brooklyn,Confirmed Crime,616
daily,2024-08-18,Brooklyn,Potential Crime,913
daily,2024-08-18,Manhattan,Confirmed Crime,578
daily,2024-08-18,Manhattan,Potential Crime,766
daily,2024-08-18,Queens,Confirmed Crime,516
daily,2024-08-18,Queens,Potential Crime,771
daily,2024-08-18,Staten Island,Confirmed Crime,54
daily,2024-08-18,Staten Island,Potential Crime,125
daily,2024-08-19,Bronx,Confirmed Crime,522
daily,2024-08-19,Bronx,Potential Crime,559
daily,2024-08-19,Brooklyn,Confirmed Crime,659
daily,2024-08-19,Brooklyn,Potential Crime,926
daily,2024-08-19,Manhattan,Confirmed Crime,617
daily,2024-08-19,Manhattan,Potential Crime,669
daily,2024-08-19,Queens,Confirmed Crime,501
daily,2024-08-19,Queens,Potential Crime,669
daily,2024-08-19,Staten Island,Confirmed Crime,61
daily,2024-08-19,Staten Island,Potential Crime,126
daily,2024-08-20,Bronx,Confirmed Crime,498
daily,2024-08-20,Bronx,Potential Crime,519
daily,2024-08-20,Brooklyn,Confirmed Crime,664
daily,2024-08-20,Brooklyn,Potential Crime,915
daily,2024-08-20,Manhattan,Confirmed Crime,603
daily,2024-08-20,Manhattan,Potential Crime,759
daily,2024-08-20,Queens,Confirmed Crime,520
daily,2024-08-20,Queens,Potential Crime,661
daily,2024-08-20,Staten Island,Confirmed Crime,56
daily,2024-08-20,Staten Island,Potential Crime,97
daily,2024-08-21,Bronx,Confirmed Crime,483
daily,2024-08-21,Bronx,Potential Crime,556
daily,2024-08-21,Brooklyn,Confirmed Crime,588
daily,2024-08-21,Brooklyn,Potential Crime,909
daily,2024-08-21,Manhattan,Confirmed Crime,580
daily,2024-08-21,Manhattan,Potential Crime,722
daily,2024-08-21,Queens,Confirmed Crime,478
daily,2024-08-21,Queens,Potential Crime,618
daily,2024-08-21,Staten Island,Confirmed Crime,63
daily,2024-08-21,Staten Island,Potential Crime,129
daily,2024-08-22,Bronx,Confirmed Crime,525
daily,2024-08-22,Bronx,Potential Crime,598
daily,2024-08-22,Brooklyn,Confirmed Crime,634
daily,2024-08-22,Brooklyn,Potential Crime,874
daily,2024-08-22,Manhattan,Confirmed Crime,604
daily,2024-08-22,Manhattan,Potential Crime,620
daily,2024-08-22,Queens,Confirmed Crime,535
daily,2024-08-22,Queens,Potential Crime,641
daily,2024-08-22,Staten Island,Confirmed Crime,65
daily,2024-08-22,Staten Island,Potential Crime,123
daily,2024-08-23,Bronx,Confirmed Crime,487
daily,2024-08-23,Bronx,Potential Crime,506
daily,2024-08-23,Brooklyn,Confirmed Crime,647
daily,2024-08-23,Brooklyn,Potential Crime,1031
daily,2024-08-23,Manhattan,Confirmed Crime,627
daily,2024-08-23,Manhattan,Potential Crime,799
daily,2024-08-23,Queens,Confirmed Crime,531
daily,2024-08-23,Queens,Potential Crime,721
daily,2024-08-23,Staten Island,Confirmed Crime,74
daily,2024-08-23,Staten Island,Potential Crime,149
daily,2024-08-24,Bronx,Confirmed Crime,509
daily,2024-08-24,Bronx,Potential Crime,632
daily,2024-08-24,Brooklyn,Confirmed Crime,631
daily,2024-08-24,Brooklyn,Potential Crime,1034
daily,2024-08-24,Manhattan,Confirmed Crime,579
daily,2024-08-24,Manhattan,Potential Crime,813
daily,2024-08-24,Queens,Confirmed Crime,512
daily,2024-08-24,Queens,Potential Crime,786
daily,2024-08-24,Staten Island,Confirmed Crime,62
daily,2024-08-24,Staten Island,Potential Crime,125
daily,2024-08-25,Bronx,Confirmed Crime,455
daily,2024-08-25,Bronx,Potential Crime,603
daily,2024-08-25,Brooklyn,Confirmed Crime,622
daily,2024-08-25,Brooklyn,Potential Crime,1045
daily,2024-08-25,Manhattan,Confirmed Crime,549
daily,2024-08-25,Manhattan,Potential Crime,715
daily,2024-08-25,Queens,Confirmed Crime,507
daily,2024-08-25,Queens,Potential Crime,750
daily,2024-08-25,Staten Island,Confirmed Crime,72
daily,2024-08-25,Staten Island,Potential Crime,116
daily,2024-08-26,Bronx,Confirmed Crime,469
daily,2024-08-26,Bronx,Potential Crime,533
daily,2024-08-26,Brooklyn,Confirmed Crime,615
daily,2024-08-26,Brooklyn,Potential Crime,911
daily,2024-08-26,Manhattan,Confirmed Crime,554
daily,2024-08-26,Manhattan,Potential Crime,627
daily,2024-08-26,Queens,Confirmed Crime,535
daily,2024-08-26,Queens,Potential Crime,650
daily,2024-08-26,Staten Island,Confirmed Crime,83
daily,2024-08-26,Staten Island,Potential Crime,96
daily,2024-08-27,Bronx,Confirmed Crime,477
daily,2024-08-27,Bronx,Potential Crime,499
daily,2024-08-27,Brooklyn,Confirmed Crime,601
daily,2024-08-27,Brooklyn,Potential Crime,906
daily,2024-08-27,Manhattan,Confirmed Crime,588
daily,2024-08-27,Manhattan,Potential Crime,737
daily,2024-08-27,Queens,Confirmed Crime,463
daily,2024-08-27,Queens,Potential Crime,658
daily,2024-08-27,Staten Island,Confirmed Crime,78
daily,2024-08-27,Staten Island,Potential Crime,94
daily,2024-08-28,Bronx,Confirmed Crime,499
daily,2024-08-28,Bronx,Potential Crime,567
daily,2024-08-28,Brooklyn,Confirmed Crime,579
daily,2024-08-28,Brooklyn,Potential Crime,968
daily,2024-08-28,Manhattan,Confirmed Crime,577
daily,2024-08-28,Manhattan,Potential Crime,673
daily,2024-08-28,Queens,Confirmed Crime,451
daily,2024-08-28,Queens,Potential Crime,686
daily,2024-08-28,Staten Island,Confirmed Crime,99
daily,2024-08-28,Staten Island,Potential Crime,115
daily,2024-08-29,Bronx,Confirmed Crime,480
daily,2024-08-29,Bronx,Potential Crime,575
daily,2024-08-29,Brooklyn,Confirmed Crime,674
daily,2024-08-29,Brooklyn,Potential Crime,916
daily,2024-08-29,Manhattan,Confirmed Crime,543
daily,2024-08-29,Manhattan,Potential Crime,637
daily,2024-08-29,Queens,Confirmed Crime,470
daily,2024-08-29,Queens,Potential Crime,726
daily,2024-08-29,Staten Island,Confirmed Crime,68
daily,2024-08-29,Staten Island,Potential Crime,107
daily,2024-08-30,Bronx,Confirmed Crime,506
daily,2024-08-30,Bronx,Potential Crime,622
daily,2024-08-30,Brooklyn,Confirmed Crime,671
daily,2024-08-30,Brooklyn,Potential Crime,1021
daily,2024-08-30,Manhattan,Confirmed Crime,571
daily,2024-08-30,Manhattan,Potential Crime,745
daily,2024-08-30,Queens,Confirmed Crime,513
daily,2024-08-30,Queens,Potential Crime,762
daily,2024-08-30,Staten Island,Confirmed Crime,82
daily,2024-08-30,Staten Island,Potential Crime,150
daily,2024-08-31,Bronx,Confirmed Crime,456
daily,2024-08-31,Bronx,Potential Crime,610
daily,2024-08-31,Brooklyn,Confirmed Crime,615
daily,2024-08-31,Brooklyn,Potential Crime,951
daily,2024-08-31,Manhattan,Confirmed Crime,533
daily,2024-08-31,Manhattan,Potential Crime,812
daily,2024-08-31,Queens,Confirmed Crime,514
daily,2024-08-31,Queens,Potential Crime,804
daily,2024-08-31,Staten Island,Confirmed Crime,63
daily,2024-08-31,Staten Island,Potential Crime,163
daily,2024-09-01,Bronx,Confirmed Crime,429
daily,2024-09-01,Bronx,Potential Crime,598
daily,2024-09-01,Brooklyn,Confirmed Crime,576
daily,2024-09-01,Brooklyn,Potential Crime,774
daily,2024-09-01,Manhattan,Confirmed Crime,537
daily,2024-09-01,Manhattan,Potential Crime,661
daily,2024-09-01,Queens,Confirmed Crime,462
daily,2024-09-01,Queens,Potential Crime,677
daily,2024-09-01,Staten Island,Confirmed Crime,69
daily,2024-09-01,Staten Island,Potential Crime,121
daily,2024-09-02,Bronx,Confirmed Crime,534
daily,2024-09-02,Bronx,Potential Crime,479
daily,2024-09-02,Brooklyn,Confirmed Crime,652
daily,2024-09-02,Brooklyn,Potential Crime,781
daily,2024-09-02,Manhattan,Confirmed Crime,540
daily,2024-09-02,Manhattan,Potential Crime,577
daily,2024-09-02,Queens,Confirmed Crime,475
daily,2024-09-02,Queens,Potential Crime,640
daily,2024-09-02,Staten Island,Confirmed Crime,73
daily,2024-09-02,Staten Island,Potential Crime,111
daily,2024-09-03,Bronx,Confirmed Crime,480
daily,2024-09-03,Bronx,Potential Crime,475
daily,2024-09-03,Brooklyn,Confirmed Crime,638
daily,2024-09-03,Brooklyn,Potential Crime,792
daily,2024-09-03,Manhattan,Confirmed Crime,576
daily,2024-09-03,Manhattan,Potential Crime,670
daily,2024-09-03,Queens,Confirmed Crime,469
daily,2024-09-03,Queens,Potential Crime,651
daily,2024-09-03,Staten Island,Confirmed Crime,60
daily,2024-09-03,Staten Island,Potential Crime,123
daily,2024-09-04,Bronx,Confirmed Crime,485
daily,2024-09-04,Bronx,Potential Crime,583
daily,2024-09-04,Brooklyn,Confirmed Crime,563
daily,2024-09-04,Brooklyn,Potential Crime,920
daily,2024-09-04,Manhattan,Confirmed Crime,577
daily,2024-09-04,Manhattan,Potential Crime,700
daily,2024-09-04,Queens,Confirmed Crime,480
daily,2024-09-04,Queens,Potential Crime,643
daily,2024-09-04,Staten Island,Confirmed Crime,65
daily,2024-09-04,Staten Island,Potential Crime,135
daily,2024-09-05,Bronx,Confirmed Crime,540
daily,2024-09-05,Bronx,Potential Crime,553
daily,2024-09-05,Brooklyn,Confirmed Crime,613
daily,2024-09-05,Brooklyn,Potential Crime,898
daily,2024-09-05,Manhattan,Confirmed Crime,600
daily,2024-09-05,Manhattan,Potential Crime,650
daily,2024-09-05,Queens,Confirmed Crime,510
daily,2024-09-05,Queens,Potential Crime,645
daily,2024-09-05,Staten Island,Confirmed Crime,70
daily,2024-09-05,Staten Island,Potential Crime,105
daily,2024-09-06,Bronx,Confirmed Crime,512
daily,2024-09-06,Bronx,Potential Crime,618
daily,2024-09-06,Brooklyn,Confirmed Crime,674
daily,2024-09-06,Brooklyn,Potential Crime,1034
daily,2024-09-06,Manhattan,Confirmed Crime,613
daily,2024-09-06,Manhattan,Potential Crime,784
daily,2024-09-06,Queens,Confirmed Crime,493
daily,2024-09-06,Queens,Potential Crime,706
daily,2024-09-06,Staten Island,Confirmed Crime,61
daily,2024-09-06,Staten Island,Potential Crime,104
daily,2024-09-07,Bronx,Confirmed Crime,490
daily,2024-09-07,Bronx,Potential Crime,617
daily,2024-09-07,Brooklyn,Confirmed Crime,593
daily,2024-09-07,Brooklyn,Potential Crime,999
daily,2024-09-07,Manhattan,Confirmed Crime,583
daily,2024-09-07,Manhattan,Potential Crime,749
daily,2024-09-07,Queens,Confirmed Crime,490
daily,2024-09-07,Queens,Potential Crime,784
daily,2024-09-07,Staten Island,Confirmed Crime,71
daily,2024-09-07,Staten Island,Potential Crime,124
daily,2024-09-08,Bronx,Confirmed Crime,429
daily,2024-09-08,Bronx,Potential Crime,647
daily,2024-09-08,Brooklyn,Confirmed Crime,603
daily,2024-09-08,Brooklyn,Potential Crime,965
daily,2024-09-08,Manhattan,Confirmed Crime,587
daily,2024-09-08,Manhattan,Potential Crime,748
daily,2024-09-08,Queens,Confirmed Crime,491
daily,2024-09-08,Queens,Potential Crime,770
daily,2024-09-08,Staten Island,Confirmed Crime,67
daily,2024-09-08,Staten Island,Potential Crime,150
daily,2024-09-09,Bronx,Confirmed Crime,496
daily,2024-09-09,Bronx,Potential Crime,573
daily,2024-09-09,Brooklyn,Confirmed Crime,633
daily,2024-09-09,Brooklyn,Potential Crime,944
daily,2024-09-09,Manhattan,Confirmed Crime,586
daily,2024-09-09,Manhattan,Potential Crime,694
daily,2024-09-09,Queens,Confirmed Crime,517
daily,2024-09-09,Queens,Potential Crime,653
daily,2024-09-09,Staten Island,Confirmed Crime,79
daily,2024-09-09,Staten Island,Potential Crime,107
daily,2024-09-10,Bronx,Confirmed Crime,490
daily,2024-09-10,Bronx,Potential Crime,530
daily,2024-09-10,Brooklyn,Confirmed Crime,569
daily,2024-09-10,Brooklyn,Potential Crime,860
daily,2024-09-10,Manhattan,Confirmed Crime,644
daily,2024-09-10,Manhattan,Potential Crime,662
daily,2024-09-10,Queens,Confirmed Crime,483
daily,2024-09-10,Queens,Potential Crime,672
daily,2024-09-10,Staten Island,Confirmed Crime,74
daily,2024-09-10,Staten Island,Potential Crime,119
daily,2024-09-11,Bronx,Confirmed Crime,484
daily,2024-09-11,Bronx,Potential Crime,521
daily,2024-09-11,Brooklyn,Confirmed Crime,565
daily,2024-09-11,Brooklyn,Potential Crime,902
daily,2024-09-11,Manhattan,Confirmed Crime,634
daily,2024-09-11,Manhattan,Potential Crime,660
daily,2024-09-11,Queens,Confirmed Crime,479
daily,2024-09-11,Queens,Potential Crime,603
daily,2024-09-11,Staten Island,Confirmed Crime,78
daily,2024-09-11,Staten Island,Potential Crime,98
daily,2024-09-12,Bronx,Confirmed Crime,542
daily,2024-09-12,Bronx,Potential Crime,565
daily,2024-09-12,Brooklyn,Confirmed Crime,673
daily,2024-09-12,Brooklyn,Potential Crime,926
daily,2024-09-12,Manhattan,Confirmed Crime,567
daily,2024-09-12,Manhattan,Potential Crime,705
daily,2024-09-12,Queens,Confirmed Crime,539
daily,2024-09-12,Queens,Potential Crime,624
daily,2024-09-12,Staten Island,Confirmed Crime,66
daily,2024-09-12,Staten Island,Potential Crime,113
daily,2024-09-13,Bronx,Confirmed Crime,514
daily,2024-09-13,Bronx,Potential Crime,590
daily,2024-09-13,Brooklyn,Confirmed Crime,655
daily,2024-09-13,Brooklyn,Potential Crime,1043
daily,2024-09-13,Manhattan,Confirmed Crime,623
daily,2024-09-13,Manhattan,Potential Crime,840
daily,2024-09-13,Queens,Confirmed Crime,564
daily,2024-09-13,Queens,Potential Crime,675
daily,2024-09-13,Staten Island,Confirmed Crime,88
daily,2024-09-13,Staten Island,Potential Crime,119
daily,2024-09-14,Bronx,Confirmed Crime,518
daily,2024-09-14,Bronx,Potential Crime,644
daily,2024-09-14,Brooklyn,Confirmed Crime,613
daily,2024-09-14,Brooklyn,Potential Crime,1045
daily,2024-09-14,Manhattan,Confirmed Crime,608
daily,2024-09-14,Manhattan,Potential Crime,766
daily,2024-09-14,Queens,Confirmed Crime,590
daily,2024-09-14,Queens,Potential Crime,754
daily,2024-09-14,Staten Island,Confirmed Crime,78
daily,2024-09-14,Staten Island,Potential Crime,130
daily,2024-09-15,Bronx,Confirmed Crime,527
daily,2024-09-15,Bronx,Potential Crime,667
daily,2024-09-15,Brooklyn,Confirmed Crime,666
daily,2024-09-15,Brooklyn,Potential Crime,920
daily,2024-09-15,Manhattan,Confirmed Crime,608
daily,2024-09-15,Manhattan,Potential Crime,651
daily,2024-09-15,Queens,Confirmed Crime,575
daily,2024-09-15,Queens,Potential Crime,746
daily,2024-09-15,Staten Island,Confirmed Crime,89
daily,2024-09-15,Staten Island,Potential Crime,123
daily,2024-09-16,Bronx,Confirmed Crime,508
daily,2024-09-16,Bronx,Potential Crime,566
daily,2024-09-16,Brooklyn,Confirmed Crime,691
daily,2024-09-16,Brooklyn,Potential Crime,928
daily,2024-09-16,Manhattan,Confirmed Crime,628
daily,2024-09-16,Manhattan,Potential Crime,704
daily,2024-09-16,Queens,Confirmed Crime,495
daily,2024-09-16,Queens,Potential Crime,686
daily,2024-09-16,Staten Island,Confirmed Crime,72
daily,2024-09-16,Staten Island,Potential Crime,109
daily,2024-09-17,Bronx,Confirmed Crime,523
daily,2024-09-17,Bronx,Potential Crime,581
daily,2024-09-17,Brooklyn,Confirmed Crime,676
daily,2024-09-17,Brooklyn,Potential Crime,890
daily,2024-09-17,Manhattan,Confirmed Crime,642
daily,2024-09-17,Manhattan,Potential Crime,650
daily,2024-09-17,Queens,Confirmed Crime,535
daily,2024-09-17,Queens,Potential Crime,693
daily,2024-09-17,Staten Island,Confirmed Crime,87
daily,2024-09-17,Staten Island,Potential Crime,102
daily,2024-09-18,Bronx,Confirmed Crime,487
daily,2024-09-18,Bronx,Potential Crime,552
daily,2024-09-18,Brooklyn,Confirmed Crime,666
daily,2024-09-18,Brooklyn,Potential Crime,905
daily,2024-09-18,Manhattan,Confirmed Crime,635
daily,2024-09-18,Manhattan,Potential Crime,665
daily,2024-09-18,Queens,Confirmed Crime,463
daily,2024-09-18,Queens,Potential Crime,704
daily,2024-09-18,Staten Island,Confirmed Crime,96
daily,2024-09-18,Staten Island,Potential Crime,131
daily,2024-09-19,Bronx,Confirmed Crime,531
daily,2024-09-19,Bronx,Potential Crime,597
daily,2024-09-19,Brooklyn,Confirmed Crime,658
daily,2024-09-19,Brooklyn,Potential Crime,940
daily,2024-09-19,Manhattan,Confirmed Crime,606
daily,2024-09-19,Manhattan,Potential Crime,737
daily,2024-09-19,Queens,Confirmed Crime,461
daily,2024-09-19,Queens,Potential Crime,688
daily,2024-09-19,Staten Island,Confirmed Crime,70
daily,2024-09-19,Staten Island,Potential Crime,137
daily,2024-09-20,Bronx,Confirmed Crime,544
daily,2024-09-20,Bronx,Potential Crime,653
daily,2024-09-20,Brooklyn,Confirmed Crime,731
daily,2024-09-20,Brooklyn,Potential Crime,996
daily,2024-09-20,Manhattan,Confirmed Crime,628
daily,2024-09-20,Manhattan,Potential Crime,738
daily,2024-09-20,Queens,Confirmed Crime,592
daily,2024-09-20,Queens,Potential Crime,713
daily,2024-09-20,Staten Island,Confirmed Crime,88
daily,2024-09-20,Staten Island,Potential Crime,131
daily,2024-09-21,Bronx,Confirmed Crime,449
daily,2024-09-21,Bronx,Potential Crime,690
daily,2024-09-21,Brooklyn,Confirmed Crime,610
daily,2024-09-21,Brooklyn,Potential Crime,1070
daily,2024-09-21,Manhattan,Confirmed Crime,633
daily,2024-09-21,Manhattan,Potential Crime,774
daily,2024-09-21,Queens,Confirmed Crime,521
daily,2024-09-21,Queens,Potential Crime,776
daily,2024-09-21,Staten Island,Confirmed Crime,99
daily,2024-09-21,Staten Island,Potential Crime,150
daily,2024-09-22,Bronx,Confirmed Crime,508
daily,2024-09-22,Bronx,Potential Crime,617
