interval,date,boro_nm,category,call_count
daily,2024-04-16,Brooklyn,Potential Crime,838
daily,2024-04-16,Manhattan,Confirmed Crime,531
daily,2024-04-16,Manhattan,Potential Crime,694
daily,2024-04-16,Queens,Confirmed Crime,439
daily,2024-04-16,Queens,Potential Crime,609
daily,2024-04-16,Staten Island,Confirmed Crime,64
daily,2024-04-16,Staten Island,Potential Crime,108
daily,2024-04-17,Bronx,Confirmed Crime,488
daily,2024-04-17,Bronx,Potential Crime,522
daily,2024-04-17,Brooklyn,Confirmed Crime,632
daily,2024-04-17,Brooklyn,Potential Crime,832
daily,2024-04-17,Manhattan,Confirmed Crime,561
daily,2024-04-17,Manhattan,Potential Crime,679
daily,2024-04-17,Queens,Confirmed Crime,434
daily,2024-04-17,Queens,Potential Crime,559
daily,2024-04-17,Staten Island,Confirmed Crime,72
daily,2024-04-17,Staten Island,Potential Crime,94
daily,2024-04-18,Bronx,Confirmed Crime,459
daily,2024-04-18,Bronx,Potential Crime,479
daily,2024-04-18,Brooklyn,Confirmed Crime,597
daily,2024-04-18,Brooklyn,Potential Crime,851
daily,2024-04-18,Manhattan,Confirmed Crime,521
daily,2024-04-18,Manhattan,Potential Crime,649
daily,2024-04-18,Queens,Confirmed Crime,451
daily,2024-04-18,Queens,Potential Crime,617
daily,2024-04-18,Staten Island,Confirmed Crime,65
daily,2024-04-18,Staten Island,Potential Crime,117
daily,2024-04-19,Bronx,Confirmed Crime,493
daily,2024-04-19,Bronx,Potential Crime,621
daily,2024-04-19,Brooklyn,Confirmed Crime,660
daily,2024-04-19,Brooklyn,Potential Crime,948
daily,2024-04-19,Manhattan,Confirmed Crime,574
daily,2024-04-19,Manhattan,Potential Crime,773
daily,2024-04-19,Queens,Confirmed Crime,516
daily,2024-04-19,Queens,Potential Crime,647
daily,2024-04-19,Staten Island,Confirmed Crime,81
daily,2024-04-19,Staten Island,Potential Crime,128
daily,2024-04-20,Bronx,Confirmed Crime,445
daily,2024-04-20,Bronx,Potential Crime,575
daily,2024-04-20,Brooklyn,Confirmed Crime,619
daily,2024-04-20,Brooklyn,Potential Crime,906
daily,2024-04-20,Manhattan,Confirmed Crime,534
daily,2024-04-20,Manhattan,Potential Crime,703
daily,2024-04-20,Queens,Confirmed Crime,438
daily,2024-04-20,Queens,Potential Crime,697
daily,2024-04-20,Staten Island,Confirmed Crime,57
daily,2024-04-20,Staten Island,Potential Crime,136
daily,2024-04-21,Bronx,Confirmed Crime,416
daily,2024-04-21,Bronx,Potential Crime,533
daily,2024-04-21,Brooklyn,Confirmed Crime,592
daily,2024-04-21,Brooklyn,Potential Crime,899
daily,2024-04-21,Manhattan,Confirmed Crime,566
daily,2024-04-21,Manhattan,Potential Crime,703
daily,2024-04-21,Queens,Confirmed Crime,499
daily,2024-04-21,Queens,Potential Crime,721
daily,2024-04-21,Staten Island,Confirmed Crime,59
daily,2024-04-21,Staten Island,Potential Crime,109
daily,2024-04-22,Bronx,Confirmed Crime,446
daily,2024-04-22,Bronx,Potential Crime,465
daily,2024-04-22,Brooklyn,Confirmed Crime,570
daily,2024-04-22,Brooklyn,Potential Crime,846
daily,2024-04-22,Manhattan,Confirmed Crime,546
daily,2024-04-22,Manhattan,Potential Crime,704
daily,2024-04-22,Queens,Confirmed Crime,445
daily,2024-04-22,Queens,Potential Crime,630
daily,2024-04-22,Staten Island,Confirmed Crime,54
daily,2024-04-22,Staten Island,Potential Crime,93
daily,2024-04-23,Bronx,Confirmed Crime,465
daily,2024-04-23,Bronx,Potential Crime,533
daily,2024-04-23,Brooklyn,Confirmed Crime,605
daily,2024-04-23,Brooklyn,Potential Crime,813
daily,2024-04-23,Manhattan,Confirmed Crime,550
daily,2024-04-23,Manhattan,Potential Crime,714
daily,2024-04-23,Queens,Confirmed Crime,452
daily,2024-04-23,Queens,Potential Crime,615
daily,2024-04-23,Staten Island,Confirmed Crime,64
daily,2024-04-23,Staten Island,Potential Crime,105
daily,2024-04-24,Bronx,Confirmed Crime,481
daily,2024-04-24,Bronx,Potential Crime,521
daily,2024-04-24,Brooklyn,Confirmed Crime,585
daily,2024-04-24,Brooklyn,Potential Crime,850
daily,2024-04-24,Manhattan,Confirmed Crime,564
daily,2024-04-24,Manhattan,Potential Crime,681
daily,2024-04-24,Queens,Confirmed Crime,456
daily,2024-04-24,Queens,Potential Crime,594
daily,2024-04-24,Staten Island,Confirmed Crime,67
daily,2024-04-24,Staten Island,Potential Crime,122
daily,2024-04-25,Bronx,Confirmed Crime,499
daily,2024-04-25,Bronx,Potential Crime,492
daily,2024-04-25,Brooklyn,Confirmed Crime,626
daily,2024-04-25,Brooklyn,Potential Crime,836
daily,2024-04-25,Manhattan,Confirmed Crime,492
daily,2024-04-25,Manhattan,Potential Crime,678
daily,2024-04-25,Queens,Confirmed Crime,483
daily,2024-04-25,Queens,Potential Crime,608
daily,2024-04-25,Staten Island,Confirmed Crime,79
daily,2024-04-25,Staten Island,Potential Crime,104
daily,2024-04-26,Bronx,Confirmed Crime,499
daily,2024-04-26,Bronx,Potential Crime,590
daily,2024-04-26,Brooklyn,Confirmed Crime,630
daily,2024-04-26,Brooklyn,Potential Crime,903
daily,2024-04-26,Manhattan,Confirmed Crime,562
daily,2024-04-26,Manhattan,Potential Crime,701
daily,2024-04-26,Queens,Confirmed Crime,487
daily,2024-04-26,Queens,Potential Crime,678
daily,2024-04-26,Staten Island,Confirmed Crime,63
daily,2024-04-26,Staten Island,Potential Crime,139
daily,2024-04-27,Bronx,Confirmed Crime,472
daily,2024-04-27,Bronx,Potential Crime,613
daily,2024-04-27,Brooklyn,Confirmed Crime,568
daily,2024-04-27,Brooklyn,Potential Crime,929
daily,2024-04-27,Manhattan,Confirmed Crime,521
daily,2024-04-27,Manhattan,Potential Crime,764
daily,2024-04-27,Queens,Confirmed Crime,463
daily,2024-04-27,Queens,Potential Crime,687
daily,2024-04-27,Staten Island,Confirmed Crime,77
daily,2024-04-27,Staten Island,Potential Crime,112
daily,2024-04-28,Bronx,Confirmed Crime,455
daily,2024-04-28,Bronx,Potential Crime,544
daily,2024-04-28,Brooklyn,Confirmed Crime,597
daily,2024-04-28,Brooklyn,Potential Crime,894
daily,2024-04-28,Manhattan,Confirmed Crime,549
daily,2024-04-28,Manhattan,Potential Crime,742
daily,2024-04-28,Queens,Confirmed Crime,471
daily,2024-04-28,Queens,Potential Crime,682
daily,2024-04-28,Staten Island,Confirmed Crime,68
daily,2024-04-28,Staten Island,Potential Crime,111
daily,2024-04-29,Bronx,Confirmed Crime,494
daily,2024-04-29,Bronx,Potential Crime,486
daily,2024-04-29,Brooklyn,Confirmed Crime,611
daily,2024-04-29,Brooklyn,Potential Crime,742
daily,2024-04-29,Manhattan,Confirmed Crime,541
daily,2024-04-29,Manhattan,Potential Crime,654
daily,2024-04-29,Queens,Confirmed Crime,490
daily,2024-04-29,Queens,Potential Crime,646
daily,2024-04-29,Staten Island,Confirmed Crime,63
daily,2024-04-29,Staten Island,Potential Crime,101
daily,2024-04-30,Bronx,Confirmed Crime,479
daily,2024-04-30,Bronx,Potential Crime,520
daily,2024-04-30,Brooklyn,Confirmed Crime,621
daily,2024-04-30,Brooklyn,Potential Crime,794
daily,2024-04-30,Manhattan,Confirmed Crime,562
daily,2024-04-30,Manhattan,Potential Crime,606
daily,2024-04-30,Queens,Confirmed Crime,480
daily,2024-04-30,Queens,Potential Crime,640
daily,2024-04-30,Staten Island,Confirmed Crime,78
daily,2024-04-30,Staten Island,Potential Crime,112
daily,2024-05-01,Bronx,Confirmed Crime,493
daily,2024-05-01,Bronx,Potential Crime,535
daily,2024-05-01,Brooklyn,Confirmed Crime,656
daily,2024-05-01,Brooklyn,Potential Crime,859
daily,2024-05-01,Manhattan,Confirmed Crime,554
daily,2024-05-01,Manhattan,Potential Crime,639
daily,2024-05-01,Queens,Confirmed Crime,525
daily,2024-05-01,Queens,Potential Crime,543
daily,2024-05-01,Staten Island,Confirmed Crime,80
daily,2024-05-01,Staten Island,Potential Crime,131
daily,2024-05-02,Bronx,Confirmed Crime,531
daily,2024-05-02,Bronx,Potential Crime,628
daily,2024-05-02,Brooklyn,Confirmed Crime,692
daily,2024-05-02,Brooklyn,Potential Crime,942
daily,2024-05-02,Manhattan,Confirmed Crime,551
daily,2024-05-02,Manhattan,Potential Crime,720
daily,2024-05-02,Queens,Confirmed Crime,520
daily,2024-05-02,Queens,Potential Crime,684
daily,2024-05-02,Staten Island,Confirmed Crime,75
daily,2024-05-02,Staten Island,Potential Crime,123
daily,2024-05-03,Bronx,Confirmed Crime,494
daily,2024-05-03,Bronx,Potential Crime,570
daily,2024-05-03,Brooklyn,Confirmed Crime,690
daily,2024-05-03,Brooklyn,Potential Crime,957
daily,2024-05-03,Manhattan,Confirmed Crime,632
daily,2024-05-03,Manhattan,Potential Crime,717
daily,2024-05-03,Queens,Confirmed Crime,553
daily,2024-05-03,Queens,Potential Crime,709
daily,2024-05-03,Staten Island,Confirmed Crime,77
daily,2024-05-03,Staten Island,Potential Crime,134
daily,2024-05-04,Bronx,Confirmed Crime,493
daily,2024-05-04,Bronx,Potential Crime,536
daily,2024-05-04,Brooklyn,Confirmed Crime,567
daily,2024-05-04,Brooklyn,Potential Crime,947
daily,2024-05-04,Manhattan,Confirmed Crime,574
daily,2024-05-04,Manhattan,Potential Crime,680
daily,2024-05-04,Queens,Confirmed Crime,483
daily,2024-05-04,Queens,Potential Crime,724
daily,2024-05-04,Staten Island,Confirmed Crime,66
daily,2024-05-04,Staten Island,Potential Crime,127
daily,2024-05-05,Bronx,Confirmed Crime,428
daily,2024-05-05,Bronx,Potential Crime,519
daily,2024-05-05,Brooklyn,Confirmed Crime,564
daily,2024-05-05,Brooklyn,Potential Crime,882
daily,2024-05-05,Manhattan,Confirmed Crime,487
daily,2024-05-05,Manhattan,Potential Crime,629
daily,2024-05-05,Queens,Confirmed Crime,433
daily,2024-05-05,Queens,Potential Crime,691
daily,2024-05-05,Staten Island,Confirmed Crime,61
daily,2024-05-05,Staten Island,Potential Crime,115
daily,2024-05-06,Bronx,Confirmed Crime,451
daily,2024-05-06,Bronx,Potential Crime,524
daily,2024-05-06,Brooklyn,Confirmed Crime,635
daily,2024-05-06,Brooklyn,Potential Crime,822
daily,2024-05-06,Manhattan,Confirmed Crime,549
daily,2024-05-06,Manhattan,Potential Crime,546
daily,2024-05-06,Queens,Confirmed Crime,504
daily,2024-05-06,Queens,Potential Crime,622
daily,2024-05-06,Staten Island,Confirmed Crime,78
daily,2024-05-06,Staten Island,Potential Crime,92
daily,2024-05-07,Bronx,Confirmed Crime,451
daily,2024-05-07,Bronx,Potential Crime,555
daily,2024-05-07,Brooklyn,Confirmed Crime,677
daily,2024-05-07,Brooklyn,Potential Crime,861
daily,2024-05-07,Manhattan,Confirmed Crime,591
daily,2024-05-07,Manhattan,Potential Crime,681
daily,2024-05-07,Queens,Confirmed Crime,533
daily,2024-05-07,Queens,Potential Crime,635
daily,2024-05-07,Staten Island,Confirmed Crime,73
daily,2024-05-07,Staten Island,Potential Crime,128
daily,2024-05-08,Bronx,Confirmed Crime,489
daily,2024-05-08,Bronx,Potential Crime,572
daily,2024-05-08,Brooklyn,Confirmed Crime,665
daily,2024-05-08,Brooklyn,Potential Crime,969
daily,2024-05-08,Manhattan,Confirmed Crime,586
daily,2024-05-08,Manhattan,Potential Crime,760
daily,2024-05-08,Queens,Confirmed Crime,454
daily,2024-05-08,Queens,Potential Crime,648
daily,2024-05-08,Staten Island,Confirmed Crime,70
daily,2024-05-08,Staten Island,Potential Crime,134
daily,2024-05-09,Bronx,Confirmed Crime,528
daily,2024-05-09,Bronx,Potential Crime,577
daily,2024-05-09,Brooklyn,Confirmed Crime,680
daily,2024-05-09,Brooklyn,Potential Crime,888
daily,2024-05-09,Manhattan,Confirmed Crime,587
daily,2024-05-09,Manhattan,Potential Crime,768
daily,2024-05-09,Queens,Confirmed Crime,503
daily,2024-05-09,Queens,Potential Crime,659
daily,2024-05-09,Staten Island,Confirmed Crime,76
daily,2024-05-09,Staten Island,Potential Crime,148
daily,2024-05-10,Bronx,Confirmed Crime,510
daily,2024-05-10,Bronx,Potential Crime,624
daily,2024-05-10,Brooklyn,Confirmed Crime,694
daily,2024-05-10,Brooklyn,Potential Crime,967
daily,2024-05-10,Manhattan,Confirmed Crime,595
daily,2024-05-10,Manhattan,Potential Crime,723
daily,2024-05-10,Queens,Confirmed Crime,499
daily,2024-05-10,Queens,Potential Crime,663
daily,2024-05-10,Staten Island,Confirmed Crime,76
daily,2024-05-10,Staten Island,Potential Crime,117
daily,2024-05-11,Bronx,Confirmed Crime,438
daily,2024-05-11,Bronx,Potential Crime,617
daily,2024-05-11,Brooklyn,Confirmed Crime,571
daily,2024-05-11,Brooklyn,Potential Crime,888
daily,2024-05-11,Manhattan,Confirmed Crime,593
daily,2024-05-11,Manhattan,Potential Crime,786
daily,2024-05-11,Queens,Confirmed Crime,491
daily,2024-05-11,Queens,Potential Crime,769
daily,2024-05-11,Staten Island,Confirmed Crime,65
daily,2024-05-11,Staten Island,Potential Crime,113
daily,2024-05-12,Bronx,Confirmed Crime,474
daily,2024-05-12,Bronx,Potential Crime,516
daily,2024-05-12,Brooklyn,Confirmed Crime,567
daily,2024-05-12,Brooklyn,Potential Crime,846
daily,2024-05-12,Manhattan,Confirmed Crime,452
daily,2024-05-12,Manhattan,Potential Crime,702
daily,2024-05-12,Queens,Confirmed Crime,460
daily,2024-05-12,Queens,Potential Crime,672
daily,2024-05-12,Staten Island,Confirmed Crime,45
daily,2024-05-12,Staten Island,Potential Crime,94
daily,2024-05-13,Bronx,Confirmed Crime,536
daily,2024-05-13,Bronx,Potential Crime,522
daily,2024-05-13,Brooklyn,Confirmed Crime,605
daily,2024-05-13,Brooklyn,Potential Crime,846
daily,2024-05-13,Manhattan,Confirmed Crime,542
daily,2024-05-13,Manhattan,Potential Crime,659
daily,2024-05-13,Queens,Confirmed Crime,468
daily,2024-05-13,Queens,Potential Crime,647
daily,2024-05-13,Staten Island,Confirmed Crime,74
daily,2024-05-13,Staten Island,Potential Crime,113
daily,2024-05-14,Bronx,Confirmed Crime,471
daily,2024-05-14,Bronx,Potential Crime,511
daily,2024-05-14,Brooklyn,Confirmed Crime,657
daily,2024-05-14,Brooklyn,Potential Crime,852
daily,2024-05-14,Manhattan,Confirmed Crime,574
daily,2024-05-14,Manhattan,Potential Crime,635
daily,2024-05-14,Queens,Confirmed Crime,485
daily,2024-05-14,Queens,Potential Crime,606
daily,2024-05-14,Staten Island,Confirmed Crime,73
daily,2024-05-14,Staten Island,Potential Crime,139
daily,2024-05-15,Bronx,Confirmed Crime,467
daily,2024-05-15,Bronx,Potential Crime,485
daily,2024-05-15,Brooklyn,Confirmed Crime,607
daily,2024-05-15,Brooklyn,Potential Crime,842
daily,2024-05-15,Manhattan,Confirmed Crime,590
daily,2024-05-15,Manhattan,Potential Crime,641
daily,2024-05-15,Queens,Confirmed Crime,499
daily,2024-05-15,Queens,Potential Crime,574
daily,2024-05-15,Staten Island,Confirmed Crime,56
daily,2024-05-15,Staten Island,Potential Crime,112
daily,2024-05-16,Bronx,Confirmed Crime,513
daily,2024-05-16,Bronx,Potential Crime,584
daily,2024-05-16,Brooklyn,Confirmed Crime,627
daily,2024-05-16,Brooklyn,Potential Crime,955
daily,2024-05-16,Manhattan,Confirmed Crime,605
daily,2024-05-16,Manhattan,Potential Crime,732
daily,2024-05-16,Queens,Confirmed Crime,510
daily,2024-05-16,Queens,Potential Crime,712
daily,2024-05-16,Staten Island,Confirmed Crime,72
daily,2024-05-16,Staten Island,Potential Crime,133
daily,2024-05-17,Bronx,Confirmed Crime,533
daily,2024-05-17,Bronx,Potential Crime,530
daily,2024-05-17,Brooklyn,Confirmed Crime,694
daily,2024-05-17,Brooklyn,Potential Crime,1050
daily,2024-05-17,Manhattan,Confirmed Crime,673
daily,2024-05-17,Manhattan,Potential Crime,872
daily,2024-05-17,Queens,Confirmed Crime,520
daily,2024-05-17,Queens,Potential Crime,780
daily,2024-05-17,Staten Island,Confirmed Crime,100
daily,2024-05-17,Staten Island,Potential Crime,129
daily,2024-05-18,Bronx,Confirmed Crime,492
daily,2024-05-18,Bronx,Potential Crime,631
daily,2024-05-18,Brooklyn,Confirmed Crime,598
daily,2024-05-18,Brooklyn,Potential Crime,914
daily,2024-05-18,Manhattan,Confirmed Crime,541
daily,2024-05-18,Manhattan,Potential Crime,795
daily,2024-05-18,Queens,Confirmed Crime,549
daily,2024-05-18,Queens,Potential Crime,792
daily,2024-05-18,Staten Island,Confirmed Crime,65
daily,2024-05-18,Staten Island,Potential Crime,112
daily,2024-05-19,Bronx,Confirmed Crime,483
daily,2024-05-19,Bronx,Potential Crime,640
daily,2024-05-19,Brooklyn,Confirmed Crime,656
daily,2024-05-19,Brooklyn,Potential Crime,1008
daily,2024-05-19,Manhattan,Confirmed Crime,558
daily,2024-05-19,Manhattan,Potential Crime,730
daily,2024-05-19,Queens,Confirmed Crime,513
daily,2024-05-19,Queens,Potential Crime,823
daily,2024-05-19,Staten Island,Confirmed Crime,63
daily,2024-05-19,Staten Island,Potential Crime,159
daily,2024-05-20,Bronx,Confirmed Crime,497
daily,2024-05-20,Bronx,Potential Crime,535
daily,2024-05-20,Brooklyn,Confirmed Crime,677
daily,2024-05-20,Brooklyn,Potential Crime,917
daily,2024-05-20,Manhattan,Confirmed Crime,593
daily,2024-05-20,Manhattan,Potential Crime,682
daily,2024-05-20,Queens,Confirmed Crime,516
daily,2024-05-20,Queens,Potential Crime,722
daily,2024-05-20,Staten Island,Confirmed Crime,74
daily,2024-05-20,Staten Island,Potential Crime,138
daily,2024-05-21,Bronx,Confirmed Crime,503
daily,2024-05-21,Bronx,Potential Crime,531
daily,2024-05-21,Brooklyn,Confirmed Crime,672
daily,2024-05-21,Brooklyn,Potential Crime,875
daily,2024-05-21,Manhattan,Confirmed Crime,629
daily,2024-05-21,Manhattan,Potential Crime,710
daily,2024-05-21,Queens,Confirmed Crime,550
daily,2024-05-21,Queens,Potential Crime,638
daily,2024-05-21,Staten Island,Confirmed Crime,67
daily,2024-05-21,Staten Island,Potential Crime,125
daily,2024-05-22,Bronx,Confirmed Crime,493
daily,2024-05-22,Bronx,Potential Crime,528
daily,2024-05-22,Brooklyn,Confirmed Crime,647
daily,2024-05-22,Brooklyn,Potential Crime,923
daily,2024-05-22,Manhattan,Confirmed Crime,541
daily,2024-05-22,Manhattan,Potential Crime,754
daily,2024-05-22,Queens,Confirmed Crime,535
daily,2024-05-22,Queens,Potential Crime,694
daily,2024-05-22,Staten Island,Confirmed Crime,73
daily,2024-05-22,Staten Island,Potential Crime,120
daily,2024-05-23,Bronx,Confirmed Crime,470
daily,2024-05-23,Bronx,Potential Crime,535
daily,2024-05-23,Brooklyn,Confirmed Crime,638
daily,2024-05-23,Brooklyn,Potential Crime,943
daily,2024-05-23,Manhattan,Confirmed Crime,560
daily,2024-05-23,Manhattan,Potential Crime,712
daily,2024-05-23,Queens,Confirmed Crime,552
daily,2024-05-23,Queens,Potential Crime,712
daily,2024-05-23,Staten Island,Confirmed Crime,92
daily,2024-05-23,Staten Island,Potential Crime,157
daily,2024-05-24,Bronx,Confirmed Crime,540
daily,2024-05-24,Bronx,Potential Crime,588
daily,2024-05-24,Brooklyn,Confirmed Crime,710
daily,2024-05-24,Brooklyn,Potential Crime,1035
daily,2024-05-24,Manhattan,Confirmed Crime,618
daily,2024-05-24,Manhattan,Potential Crime,703
daily,2024-05-24,Queens,Confirmed Crime,533
daily,2024-05-24,Queens,Potential Crime,776
daily,2024-05-24,Staten Island,Confirmed Crime,79
daily,2024-05-24,Staten Island,Potential Crime,125
daily,2024-05-25,(Null),Potential Crime,1
daily,2024-05-25,Bronx,Confirmed Crime,486
daily,2024-05-25,Bronx,Potential Crime,711
daily,2024-05-25,Brooklyn,Confirmed Crime,626
daily,2024-05-25,Brooklyn,Potential Crime,1058
daily,2024-05-25,Manhattan,Confirmed Crime,665
daily,2024-05-25,Manhattan,Potential Crime,801
daily,2024-05-25,Queens,Confirmed Crime,560
daily,2024-05-25,Queens,Potential Crime,818
daily,2024-05-25,Staten Island,Confirmed Crime,70
daily,2024-05-25,Staten Island,Potential Crime,115
daily,2024-05-26,Bronx,Confirmed Crime,482
daily,2024-05-26,Bronx,Potential Crime,670
daily,2024-05-26,Brooklyn,Confirmed Crime,611
daily,2024-05-26,Brooklyn,Potential Crime,1034
daily,2024-05-26,Manhattan,Confirmed Crime,569
daily,2024-05-26,Manhattan,Potential Crime,687
daily,2024-05-26,Queens,Confirmed Crime,524
daily,2024-05-26,Queens,Potential Crime,786
daily,2024-05-26,Staten Island,Confirmed Crime,58
daily,2024-05-26,Staten Island,Potential Crime,120
daily,2024-05-27,Bronx,Confirmed Crime,493
daily,2024-05-27,Bronx,Potential Crime,600
daily,2024-05-27,Brooklyn,Confirmed Crime,584
daily,2024-05-27,Brooklyn,Potential Crime,994
daily,2024-05-27,Manhattan,Confirmed Crime,550
daily,2024-05-27,Manhattan,Potential Crime,710
daily,2024-05-27,Queens,Confirmed Crime,455
daily,2024-05-27,Queens,Potential Crime,705
daily,2024-05-27,Staten Island,Confirmed Crime,44
daily,2024-05-27,Staten Island,Potential Crime,116
daily,2024-05-28,Bronx,Confirmed Crime,482
daily,2024-05-28,Bronx,Potential Crime,503
daily,2024-05-28,Brooklyn,Confirmed Crime,661
daily,2024-05-28,Brooklyn,Potential Crime,950
daily,2024-05-28,Manhattan,Confirmed Crime,592
daily,2024-05-28,Manhattan,Potential Crime,628
daily,2024-05-28,Queens,Confirmed Crime,505
daily,2024-05-28,Queens,Potential Crime,653
daily,2024-05-28,Staten Island,Confirmed Crime,79
daily,2024-05-28,Staten Island,Potential Crime,119
daily,2024-05-29,Bronx,Confirmed Crime,477
daily,2024-05-29,Bronx,Potential Crime,510
daily,2024-05-29,Brooklyn,Confirmed Crime,676
daily,2024-05-29,Brooklyn,Potential Crime,841
daily,2024-05-29,Manhattan,Confirmed Crime,581
daily,2024-05-29,Manhattan,Potential Crime,658
daily,2024-05-29,Queens,Confirmed Crime,532
daily,2024-05-29,Queens,Potential Crime,688
daily,2024-05-29,Staten Island,Confirmed Crime,84
daily,2024-05-29,Staten Island,Potential Crime,120
daily,2024-05-30,Bronx,Confirmed Crime,515
daily,2024-05-30,Bronx,Potential Crime,510
daily,2024-05-30,Brooklyn,Confirmed Crime,666
daily,2024-05-30,Brooklyn,Potential Crime,926
daily,2024-05-30,Manhattan,Confirmed Crime,626
daily,2024-05-30,Manhattan,Potential Crime,683
daily,2024-05-30,Queens,Confirmed Crime,491
daily,2024-05-30,Queens,Potential Crime,685
daily,2024-05-30,Staten Island,Confirmed Crime,65
daily,2024-05-30,Staten Island,Potential Crime,98
daily,2024-05-31,Bronx,Confirmed Crime,547
daily,2024-05-31,Bronx,Potential Crime,587
daily,2024-05-31,Brooklyn,Confirmed Crime,648
daily,2024-05-31,Brooklyn,Potential Crime,1008
daily,2024-05-31,Manhattan,Confirmed Crime,606
daily,2024-05-31,Manhattan,Potential Crime,767
daily,2024-05-31,Queens,Confirmed Crime,575
daily,2024-05-31,Queens,Potential Crime,803
daily,2024-05-31,Staten Island,Confirmed Crime,85
daily,2024-05-31,Staten Island,Potential Crime,134
daily,2024-06-01,Bronx,Confirmed Crime,520
daily,2024-06-01,Bronx,Potential Crime,567
daily,2024-06-01,Brooklyn,Confirmed Crime,638
daily,2024-06-01,Brooklyn,Potential Crime,959
daily,2024-06-01,Manhattan,Confirmed Crime,590
daily,2024-06-01,Manhattan,Potential Crime,722
daily,2024-06-01,Queens,Confirmed Crime,563
daily,2024-06-01,Queens,Potential Crime,864
daily,2024-06-01,Staten Island,Confirmed Crime,70
daily,2024-06-01,Staten Island,Potential Crime,129
daily,2024-06-02,Bronx,Confirmed Crime,511
daily,2024-06-02,Bronx,Potential Crime,611
daily,2024-06-02,Brooklyn,Confirmed Crime,630
daily,2024-06-02,Brooklyn,Potential Crime,1023
daily,2024-06-02,Manhattan,Confirmed Crime,616
daily,2024-06-02,Manhattan,Potential Crime,717
daily,2024-06-02,Queens,Confirmed Crime,572
daily,2024-06-02,Queens,Potential Crime,802
daily,2024-06-02,Staten Island,Confirmed Crime,75
daily,2024-06-02,Staten Island,Potential Crime,119
daily,2024-06-03,Bronx,Confirmed Crime,507
daily,2024-06-03,Bronx,Potential Crime,569
daily,2024-06-03,Brooklyn,Confirmed Crime,657
daily,2024-06-03,Brooklyn,Potential Crime,929
daily,2024-06-03,Manhattan,Confirmed Crime,603
daily,2024-06-03,Manhattan,Potential Crime,647
daily,2024-06-03,Queens,Confirmed Crime,537
daily,2024-06-03,Queens,Potential Crime,670
daily,2024-06-03,Staten Island,Confirmed Crime,81
daily,2024-06-03,Staten Island,Potential Crime,116
daily,2024-06-04,Bronx,Confirmed Crime,480
daily,2024-06-04,Bronx,Potential Crime,527
daily,2024-06-04,Brooklyn,Confirmed Crime,694
daily,2024-06-04,Brooklyn,Potential Crime,893
daily,2024-06-04,Manhattan,Confirmed Crime,621
daily,2024-06-04,Manhattan,Potential Crime,759
daily,2024-06-04,Queens,Confirmed Crime,479
daily,2024-06-04,Queens,Potential Crime,693
daily,2024-06-04,Staten Island,Confirmed Crime,76
daily,2024-06-04,Staten Island,Potential Crime,133
daily,2024-06-05,Bronx,Confirmed Crime,543
daily,2024-06-05,Bronx,Potential Crime,561
daily,2024-06-05,Brooklyn,Confirmed Crime,681
daily,2024-06-05,Brooklyn,Potential Crime,980
daily,2024-06-05,Manhattan,Confirmed Crime,563
daily,2024-06-05,Manhattan,Potential Crime,687
daily,2024-06-05,Queens,Confirmed Crime,507
daily,2024-06-05,Queens,Potential Crime,644
daily,2024-06-05,Staten Island,Confirmed Crime,72
daily,2024-06-05,Staten Island,Potential Crime,111
daily,2024-06-06,Bronx,Confirmed Crime,463
daily,2024-06-06,Bronx,Potential Crime,559
daily,2024-06-06,Brooklyn,Confirmed Crime,688
daily,2024-06-06,Brooklyn,Potential Crime,963
daily,2024-06-06,Manhattan,Confirmed Crime,540
daily,2024-06-06,Manhattan,Potential Crime,686
daily,2024-06-06,Queens,Confirmed Crime,494
daily,2024-06-06,Queens,Potential Crime,702
daily,2024-06-06,Staten Island,Confirmed Crime,68
daily,2024-06-06,Staten Island,Potential Crime,117
daily,2024-06-07,Bronx,Confirmed Crime,504
daily,2024-06-07,Bronx,Potential Crime,620
daily,2024-06-07,Brooklyn,Confirmed Crime,676
daily,2024-06-07,Brooklyn,Potential Crime,1019
daily,2024-06-07,Manhattan,Confirmed Crime,647
daily,2024-06-07,Manhattan,Potential Crime,757
daily,2024-06-07,Queens,Confirmed Crime,561
daily,2024-06-07,Queens,Potential Crime,820
daily,2024-06-07,Staten Island,Confirmed Crime,87
daily,2024-06-07,Staten Island,Potential Crime,144
daily,2024-06-08,Bronx,Confirmed Crime,553
daily,2024-06-08,Bronx,Potential Crime,595
daily,2024-06-08,Brooklyn,Confirmed Crime,641
daily,2024-06-08,Brooklyn,Potential Crime,1066
daily,2024-06-08,Manhattan,Confirmed Crime,590
daily,2024-06-08,Manhattan,Potential Crime,773
daily,2024-06-08,Queens,Confirmed Crime,550
daily,2024-06-08,Queens,Potential Crime,856
daily,2024-06-08,Staten Island,Confirmed Crime,68
daily,2024-06-08,Staten Island,Potential Crime,126
daily,2024-06-09,Bronx,Confirmed Crime,479
daily,2024-06-09,Bronx,Potential Crime,633
daily,2024-06-09,Brooklyn,Confirmed Crime,595
daily,2024-06-09,Brooklyn,Potential Crime,998
daily,2024-06-09,Manhattan,Confirmed Crime,569
daily,2024-06-09,Manhattan,Potential Crime,707
daily,2024-06-09,Queens,Confirmed Crime,487
daily,2024-06-09,Queens,Potential Crime,808
